time,attack_type,risk_score,risk_level,source,event
2026-05-21 01:44:47.845493,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:47.845 Df ecosystemd[6857:660f0e] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:44:47.845521,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:47.845 Df ecosystemd[6857:660f0e] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:44:47.846306,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:47.846 E  ecosystemd[6857:660f0e] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:44:47.868479,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:47.868 Df ecosystemd[6857:660ad0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:44:47.868658,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:47.868 Df ecosystemd[6857:660ad0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:44:47.868799,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:47.868 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:44:47.868892,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:47.868 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:44:47.870804,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:47.870 E  ecosystemd[6857:660ad0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:44:47.885752,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:47.885 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:44:47.885827,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:47.885 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:44:47.886367,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:47.886 Df ecosystemd[6857:660ad0] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:44:47.886444,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:47.886 Df ecosystemd[6857:660ad0] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:44:47.888653,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:47.888 E  ecosystemd[6857:660ad0] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:44:47.912426,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:47.912 Df ecosystemd[6857:660f0f] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:44:47.912546,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:47.912 Df ecosystemd[6857:660f0f] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:44:47.914451,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:47.914 E  ecosystemd[6857:660f0f] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:44:50.764169,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:50.763 Df WindowServer[603:1050] [com.apple.SkyLight:default] pid 944 failed to act on a ping it dequeued before timing out.
2026-05-21 01:44:50.782957,Mac Failed Login,70,Medium,Mac Local System,"2026-05-21 01:44:50.782 E  runningboardd[601:660c8b] [com.apple.runningboard:process] Kernel call to get coalition roles for PID 14354, resource coalition id: 1113, jetsam coalition id: 1114, failed: ret -1, errno 2."
2026-05-21 01:44:50.783076,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:50.782 Df runningboardd[601:660c8b] [com.apple.libxpc.OSLaunchdJob:all] copyJobWithPid:14354 failed with error 113: Could not find specified service
2026-05-21 01:44:50.901135,Mac Failed Login,70,Medium,Mac Local System,"2026-05-21 01:44:50.900 Df replayd[6196:65db51] [com.apple.securityd:SecWarning] SecTaskLoadEntitlements: failed to get cs_flags, error=3, pid=14354"
2026-05-21 01:44:51.071659,Mac Failed Login,70,Medium,Mac Local System,"2026-05-21 01:44:51.066 E  runningboardd[601:660f27] [com.apple.runningboard:process] Kernel call to get coalition roles for PID 14355, resource coalition id: 2716, jetsam coalition id: 2717, failed: ret -1, errno 2."
2026-05-21 01:44:51.201417,Mac Failed Login,70,Medium,Mac Local System,"2026-05-21 01:44:51.200 E  diagnostics_agent[1266:660df5] [com.apple.appstorefoundation:Default] Failed to parse receipt at /System/Library/CoreServices/screencaptureui.app/Contents/_MASReceipt/receipt: Error Domain=NSCocoaErrorDomain Code=260 ""The file “receipt” couldn’t be opened because there is no such file."" UserInfo={NSFilePath=/System/Library/CoreServices/screencaptureui.app/Contents/_MASReceipt/receipt, NSURL=file:///System/Library/CoreServices/screencaptureui.app/Contents/_MASReceipt/receipt, NSUnderlyingError=0x86b177300 {Error Domain=NSPOSIXErrorDomain Code=2 ""No such file or directory""}}"
2026-05-21 01:44:51.552858,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.552 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:44:51.552947,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.552 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:44:51.554141,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.553 E  ecosystemanalyticsd[53070:660b6c] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:44:51.560268,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.559 Df ecosystemd[6857:660f0f] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:44:51.560423,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.560 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:44:51.560628,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.560 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:44:51.561091,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.560 Df ecosystemd[6857:660f0f] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:44:51.563566,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.563 E  ecosystemanalyticsd[53070:660b6c] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:44:51.577447,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.577 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:44:51.577550,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.577 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:44:51.577742,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.577 Df ecosystemd[6857:660f0f] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:44:51.577786,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.577 Df ecosystemd[6857:660f0f] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:44:51.578503,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.578 E  ecosystemanalyticsd[53070:660b6c] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:44:51.585136,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.585 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:44:51.585193,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.585 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:44:51.585899,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.585 E  ecosystemanalyticsd[53070:660b6c] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:44:51.596953,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.596 Df ecosystemd[6857:660f0f] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:44:51.597025,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.596 Df ecosystemd[6857:660f0f] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:44:51.598043,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.597 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:44:51.598089,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.597 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:44:51.598768,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.598 E  ecosystemanalyticsd[53070:660b6c] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:44:51.603694,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.603 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:44:51.603832,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.603 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:44:51.604912,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.604 E  ecosystemanalyticsd[53070:660b6c] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:44:51.608573,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.608 Df ecosystemd[6857:660f0f] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:44:51.608616,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.608 Df ecosystemd[6857:660f0f] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:44:51.615213,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.615 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:44:51.615309,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.615 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:44:51.616172,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.616 E  ecosystemanalyticsd[53070:660b6c] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:44:51.622030,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.621 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:44:51.622107,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.621 Df ecosystemanalyticsd[53070:660b6c] [com.apple.xpc:connection] [0xa56c7c640] invalidated after a failed init
2026-05-21 01:44:51.622752,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.622 E  ecosystemanalyticsd[53070:660b6c] (EcosystemAnalytics) EcosystemAnalytics.framework:RosettaCoordinator: getCodeSignatureInfo: SecStaticCodeCreate Failed url: <private>
2026-05-21 01:44:51.625317,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.625 Df ecosystemd[6857:660f0f] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:44:51.625354,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.625 Df ecosystemd[6857:660f0f] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:44:51.643452,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.643 Df ecosystemd[6857:660f0f] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:44:51.643509,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.643 Df ecosystemd[6857:660f0f] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:44:51.665630,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.665 Df ecosystemd[6857:660f0f] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:44:51.665684,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.665 Df ecosystemd[6857:660f0f] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:44:51.682688,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.682 Df ecosystemd[6857:660f0f] [com.apple.xpc:connection] [0x906c89400] failed to do a bootstrap look-up: xpc_error=[159: Unknown error: 159]
2026-05-21 01:44:51.682829,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.682 Df ecosystemd[6857:660f0f] [com.apple.xpc:connection] [0x906c89400] invalidated after a failed init
2026-05-21 01:44:51.690376,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.690 Df audioanalyticsd[6186:660e9a] [com.apple.xpc:connection] [0xca4c688c0] failed to do a bootstrap look-up: xpc_error=[3: No such process]
2026-05-21 01:44:51.690496,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.690 Df audioanalyticsd[6186:660e9a] [com.apple.xpc:connection] [0xca4c688c0] invalidated after a failed init
2026-05-21 01:44:51.693422,Mac Failed Login,70,Medium,Mac Local System,"2026-05-21 01:44:51.693 E  audioanalyticsd[6186:660e9a] [com.apple.accounts:core] ""Remote account store returned fatal error: Error Domain=NSCocoaErrorDomain Code=4099 ""The connection to service named com.apple.accountsd.accountmanager was invalidated: Connection init failed at lookup with error 3 - No such process."" UserInfo={NSDebugDescription=The connection to service named com.apple.accountsd.accountmanager was invalidated: Connection init failed at lookup with error 3 - No such process.}"""
2026-05-21 01:44:51.697450,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.697 Df audioanalyticsd[6186:660e9a] [com.apple.xpc:connection] [0xca4c688c0] failed to do a bootstrap look-up: xpc_error=[3: No such process]
2026-05-21 01:44:51.697517,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:51.697 Df audioanalyticsd[6186:660e9a] [com.apple.xpc:connection] [0xca4c688c0] invalidated after a failed init
2026-05-21 01:44:51.697742,Mac Failed Login,70,Medium,Mac Local System,"2026-05-21 01:44:51.697 E  audioanalyticsd[6186:660e9a] [com.apple.accounts:core] ""Remote account store returned fatal error: Error Domain=NSCocoaErrorDomain Code=4099 ""The connection to service named com.apple.accountsd.accountmanager was invalidated: Connection init failed at lookup with error 3 - No such process."" UserInfo={NSDebugDescription=The connection to service named com.apple.accountsd.accountmanager was invalidated: Connection init failed at lookup with error 3 - No such process.}"""
2026-05-21 01:44:51.703978,Mac Failed Login,70,Medium,Mac Local System,"2026-05-21 01:44:51.703 E  audioanalyticsd[6186:660e9a] [com.apple.audioanalytics:carr] Failed to process message. { message=<private>, worker=<private>, reporterID=41566693490704 }"
2026-05-21 01:44:52.750846,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:52.749 Df screencaptureui[14355:660f68] (MarkupUI) -[MUImageContentViewController initWithSourceContent:archivedDataModel:delegate:]: Failed to read annotations.
2026-05-21 01:44:53.296177,Mac Failed Login,70,Medium,Mac Local System,"2026-05-21 01:44:53.295 Df kernel[0:651222] (AppleH11ANEInterface) ANE0: ANE_Init: Statistics: ColdStarts: 1093, JetsamTriggeredColdStarts: 0, Resumes: 0, ResumesFailed: 0, SuspendsSuccessful: 0, SuspendsFailed: 0 FirmwareTimeouts: 0 ANEDeInits: 1092 ANEInitFailures: 0"
2026-05-21 01:44:53.296398,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:53.295 Df kernel[0:651222] (AppleH11ANEInterface) ANE0: ANE_Init: Work Stats:  WorkSubmit: 21580 WorkSubmitFailed: 0 WorkBegin: 21580 WorkEnd: 21580 PendingRequests: 0
2026-05-21 01:44:54.696020,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:54.695 E  runningboardd[601:660f29] [com.apple.runningboard:process] [xpcservice<com.apple.sharing.ShareSheetUI([osservice<com.apple.screencaptureui.agent(501)>:14355])(501)>{vt hash: 0}{definition:com.apple.sharing.ShareSheetUI[extension][client]}:14362] Memorystatus failed with unexpected error: Invalid argument (22)
2026-05-21 01:44:54.696420,Mac Failed Login,70,Medium,Mac Local System,"2026-05-21 01:44:54.695 E  runningboardd[601:660f29] [com.apple.runningboard:process] Kernel call to get coalition roles for PID 14362, resource coalition id: 132402, jetsam coalition id: 2717, failed: ret -1, errno 2."
2026-05-21 01:44:54.723368,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:54.723 E  containermanagerd[19817:660ce8] (libsystem_trace.dylib) failed to read /Library/Preferences/Logging/com.apple.diagnosticd.filter.plist: [1: Operation not permitted]
2026-05-21 01:44:54.723486,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:54.723 E  containermanagerd[19817:660ce8] (libsystem_trace.dylib) failed to read /Library/Preferences/Logging/com.apple.diagnosticd.filter.plist: [1: Operation not permitted]
2026-05-21 01:44:54.790703,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:54.778 Df lsd[950:660e7c] [com.apple.launchservices:default] Failed to register <private>: -10811
2026-05-21 01:44:54.791871,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:54.789 E  tccd[596:660dbd] [com.apple.TCC:access] Failed to create LSApplicationRecord for file:///System/Library/PrivateFrameworks/ShareKit.framework/Versions/A/PlugIns/ShareSheetUI.appex/: 'The operation couldn’t be completed. (OSStatus error -10811.)'
2026-05-21 01:44:54.794509,Mac Failed Login,70,Medium,Mac Local System,2026-05-21 01:44:54.794 E  tccd[596:660f39] [com.apple.TCC:access] Failed to create LSApplicationRecord for file:///System/Library/PrivateFrameworks/ShareKit.framework/Versions/A/PlugIns/ShareSheetUI.appex/: 'The operation couldn’t be completed. (OSStatus error -10811.)'
2026-05-21 01:44:54.796567,Mac Failed Login,70,Medium,Mac Local System,"2026-05-21 01:44:54.796 E  diagnostics_agent[1266:660f84] [com.apple.appstorefoundation:Default] Failed to parse receipt at /System/Library/PrivateFrameworks/ShareKit.framework/Versions/A/PlugIns/ShareSheetUI.appex/Contents/_MASReceipt/receipt: Error Domain=NSCocoaErrorDomain Code=260 ""The file “receipt” couldn’t be opened because there is no such file."" UserInfo={NSFilePath=/System/Library/PrivateFrameworks/ShareKit.framework/Versions/A/PlugIns/ShareSheetUI.appex/Contents/_MASReceipt/receipt, NSURL=file:///System/Library/PrivateFrameworks/ShareKit.framework/Versions/A/PlugIns/ShareSheetUI.appex/Contents/_MASReceipt/receipt, NSUnderlyingError=0x86b1770c0 {Error Domain=NSPOSIXErrorDomain Code=2 ""No such file or directory""}}"
